Model Year,Vehicle Manufacturer Name,Veh Mfr Code,Represented Test Veh Make,Represented Test Veh Model,Test Vehicle ID,Test Veh Configuration #,Test Veh Displacement (L),Actual Tested Testgroup,Vehicle Type,Rated Horsepower,# of Cylinders and Rotors,Engine Code,Tested Transmission Type Code,Tested Transmission Type,# of Gears,Transmission Lockup?,Drive System Code,Drive System Description,Transmission Overdrive Code,Transmission Overdrive Desc,Equivalent Test Weight (lbs.),Axle Ratio,N/V Ratio,Shift Indicator Light Use Cd,Shift Indicator Light Use Desc,Test Number,Test Originator,Analytically Derived FE?,ADFE Test Number,ADFE Total Road Load HP,ADFE Equiv. Test Weight (lbs.),ADFE N/V Ratio,Test Procedure Cd,Test Procedure Description,Test Fuel Type Cd,Test Fuel Type Description,Test Category,THC (g/mi),CO (g/mi),CO2 (g/mi),NOx (g/mi),PM (g/mi),CH4 (g/mi),N2O (g/mi),RND_ADJ_FE,FE_UNIT,FE Bag 1,FE Bag 2,FE Bag 3,FE Bag 4,DT-Inertia Work Ratio Rating,DT-Absolute Speed Change Ratg,DT-Energy Economy Rating,Target Coef A (lbf),Target Coef B (lbf/mph),Target Coef C (lbf/mph**2),Set Coef A (lbf),Set Coef B (lbf/mph),Set Coef C (lbf/mph**2),Aftertreatment Device Cd,Aftertreatment Device Desc,Police - Emergency Vehicle?,Averaging Group ID,Averaging Weighting Factor,Averaging Method Cd,Averging Method Desc
2024,FOMOCO,FMX,Ford,Bronco,MLA60031,0,2.300,MFMXT02.31EM,Truck,270,4,MTG1N3N207,M,Manual,7,N,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,5500,4.70,32.4,1,Not eqipped,MFMX10083546,MFR,Yes,MFMX10068740,24.0,5250,32.4,90,US06,61,Tier 2 Cert Gasoline,US06,,,529,,,0.0249,0.0012,16.8000000,MPG,12,18.9,,,2.14991,0.941252,-0.587655,47.200,0.69990,0.041810,16.440,0.30170,0.042490,TWC,Three-way catalyst,N,,,N,No averaging
2024,FOMOCO,FMX,Ford,Bronco,MLA60031,0,2.300,MFMXT02.31EM,Truck,270,4,MTG1N3N207,M,Manual,7,N,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,5500,4.70,32.4,1,Not eqipped,MFMX10083547,MFR,Yes,MFMX10068738,24.5,5250,30.9,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,,,440,,,0.0105,0.0023,20.2000000,MPG,19.6,19.6,21.7,,0.654105,0.139608,-0.632341,47.200,0.69990,0.041810,16.440,0.30170,0.042490,TWC,Three-way catalyst,N,,,N,No averaging
2024,FOMOCO,FMX,Ford,Bronco,MLA60031,0,2.300,MFMXT02.31EM,Truck,270,4,MTG1N3N207,M,Manual,7,N,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,5500,4.70,32.4,1,Not eqipped,MFMX10083548,MFR,Yes,MFMX10068739,24.5,5250,30.9,3,HWFE,61,Tier 2 Cert Gasoline,HWY,,,317,,,0.0062,0.0026,28.0000000,MPG,,,,,0.820273,0.559499,-0.345346,47.200,0.69990,0.041810,16.440,0.30170,0.042490,TWC,Three-way catalyst,N,,,N,No averaging
2024,FOMOCO,FMX,Ford,Bronco,MLA60031,0,2.300,MFMXT02.31EM,Truck,270,4,MTG1N3N207,M,Manual,7,N,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,5500,4.70,32.4,1,Not eqipped,MFMX10083549,MFR,Yes,MFMX10068740,24.5,5250,30.9,90,US06,61,Tier 2 Cert Gasoline,US06,,,529,,,0.0249,0.0012,16.9000000,MPG,12,18.9,,,2.14991,0.941252,-0.587655,47.200,0.69990,0.041810,16.440,0.30170,0.042490,TWC,Three-way catalyst,N,,,N,No averaging
2024,FOMOCO,FMX,Ford,Bronco,MLA60031,0,2.300,MFMXT02.31EM,Truck,270,4,MTG1N3N207,M,Manual,7,N,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,5500,4.70,32.4,1,Not eqipped,MFMX10083550,MFR,Yes,MFMX10068738,24.6,5250,32.4,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,,,444,,,0.0105,0.0023,20.0000000,MPG,19.5,19.5,21.6,,0.654105,0.139608,-0.632341,47.200,0.69990,0.041810,16.440,0.30170,0.042490,TWC,Three-way catalyst,N,,,N,No averaging
2024,FOMOCO,FMX,Ford,Bronco,MLA60031,0,2.300,MFMXT02.31EM,Truck,270,4,MTG1N3N207,M,Manual,7,N,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,5500,4.70,32.4,1,Not eqipped,MFMX10083552,MFR,Yes,MFMX10068739,24.6,5250,32.4,3,HWFE,61,Tier 2 Cert Gasoline,HWY,,,322,,,0.0062,0.0026,27.6000000,MPG,,,,,0.820273,0.559499,-0.345346,47.200,0.69990,0.041810,16.440,0.30170,0.042490,TWC,Three-way catalyst,N,,,N,No averaging
2024,FOMOCO,FMX,Ford,Bronco,MLA60031,0,2.300,MFMXT02.31EM,Truck,270,4,MTG1N3N207,M,Manual,7,N,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,5500,4.70,32.4,1,Not eqipped,MFMX10083553,MFR,Yes,MFMX10068740,24.6,5250,32.4,90,US06,61,Tier 2 Cert Gasoline,US06,,,535,,,0.0249,0.0012,16.7000000,MPG,12,18.7,,,2.14991,0.941252,-0.587655,47.200,0.69990,0.041810,16.440,0.30170,0.042490,TWC,Three-way catalyst,N,,,N,No averaging
2024,FOMOCO,FMX,Ford,Bronco,MLA60032,0,2.700,MFMXT02.72V6,Truck,315,6,MTG1WQNC06,SA,Semi-Automatic,10,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,5500,4.46,30.1,1,Not eqipped,MFMX10068648,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.013995,0.287402,416.541,0.0075657,,0.00311,0.0018053,21.3000000,MPG,19.6437649,21.7255928,22.2136533,,-1.79878,-1.2974,-1.05443,48.130,0.29820,0.045770,11.240,0.34580,0.042230,TWC,Three-way catalyst,N,,,N,No averaging
2024,FOMOCO,FMX,Ford,Bronco,MLA60032,0,2.700,MFMXT02.72V6,Truck,315,6,MTG1WQNC06,SA,Semi-Automatic,10,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,5500,4.46,30.1,1,Not eqipped,MFMX10068649,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0008481,0.159109,324.714,0.0018759,,0.0005949,0,27.4000000,MPG,,,,,0.100045,-0.0552659,-0.398328,48.130,0.29820,0.045770,11.240,0.34580,0.042230,TWC,Three-way catalyst,N,,,N,No averaging
2024,FOMOCO,FMX,Ford,Bronco,MLA60032,0,2.700,MFMXT02.72V6,Truck,315,6,MTG1WQNC06,SA,Semi-Automatic,10,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,5500,4.46,30.1,1,Not eqipped,MFMX10068650,MFR,No,,,,,90,US06,61,Tier 2 Cert Gasoline,US06,0.0388144,0.581466,532.741,0.0132824,,,,16.7000000,MPG,12.0927481,18.731278,,,3.46316,1.31228,-0.570525,48.130,0.29820,0.045770,11.240,0.34580,0.042230,TWC,Three-way catalyst,N,,,N,No averaging
2024,FOMOCO,FMX,Ford,Bronco,MLA60032,0,2.700,MFMXT02.72V6,Truck,315,6,MTG1WQNC06,SA,Semi-Automatic,10,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,5500,4.46,30.1,1,Not eqipped,MFMX10083427,MFR,Yes,MFMX10068650,23.4,5000,30.2,90,US06,61,Tier 2 Cert Gasoline,US06,,,517,,,0.0075,0.0003,17.2000000,MPG,12.6,19.2,,,3.46316,1.31228,-0.570525,48.130,0.29820,0.045770,11.240,0.34580,0.042230,TWC,Three-way catalyst,N,,,N,No averaging
2024,FOMOCO,FMX,Ford,Bronco,MLA60032,0,2.700,MFMXT02.72V6,Truck,315,6,MTG1WQNC06,SA,Semi-Automatic,10,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,5500,4.46,30.1,1,Not eqipped,MFMX10083428,MFR,Yes,MFMX10068650,23.6,5250,30.2,90,US06,61,Tier 2 Cert Gasoline,US06,,,526,,,0.0075,0.0003,16.9000000,MPG,12.3,18.9,,,3.46316,1.31228,-0.570525,48.130,0.29820,0.045770,11.240,0.34580,0.042230,TWC,Three-way catalyst,N,,,N,No averaging
2024,FOMOCO,FMX,Ford,Bronco,MLA60032,0,2.700,MFMXT02.72V6,Truck,315,6,MTG1WQNC06,SA,Semi-Automatic,10,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,5500,4.46,30.1,1,Not eqipped,MFMX10083429,MFR,Yes,MFMX10068650,23.9,5500,30.2,90,US06,61,Tier 2 Cert Gasoline,US06,,,535,,,0.0075,0.0003,16.6000000,MPG,12.1,18.6,,,3.46316,1.31228,-0.570525,48.130,0.29820,0.045770,11.240,0.34580,0.042230,TWC,Three-way catalyst,N,,,N,No averaging
2024,FOMOCO,FMX,Ford,Bronco,MLA60032,0,2.700,MFMXT02.72V6,Truck,315,6,MTG1WQNC06,SA,Semi-Automatic,10,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,5500,4.46,30.1,1,Not eqipped,MFMX10083430,MFR,Yes,MFMX10068648,23.4,5000,30.2,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,,,400,,,0.0031,0.0018,22.2000000,MPG,20.4,22.6,23.1,,-1.79878,-1.2974,-1.05443,48.130,0.29820,0.045770,11.240,0.34580,0.042230,TWC,Three-way catalyst,N,,,N,No averaging
2024,FOMOCO,FMX,Ford,Bronco,MLA60032,0,2.700,MFMXT02.72V6,Truck,315,6,MTG1WQNC06,SA,Semi-Automatic,10,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,5500,4.46,30.1,1,Not eqipped,MFMX10083431,MFR,Yes,MFMX10068649,23.4,5000,30.2,3,HWFE,61,Tier 2 Cert Gasoline,HWY,,,316,,,0.0006,0,28.1000000,MPG,,,,,0.100045,-0.0552659,-0.398328,48.130,0.29820,0.045770,11.240,0.34580,0.042230,TWC,Three-way catalyst,N,,,N,No averaging
2024,FOMOCO,FMX,Ford,Bronco,MLA60032,0,2.700,MFMXT02.72V6,Truck,315,6,MTG1WQNC06,SA,Semi-Automatic,10,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,5500,4.46,30.1,1,Not eqipped,MFMX10083432,MFR,Yes,MFMX10068648,23.6,5250,30.2,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,,,410,,,0.0031,0.0018,21.7000000,MPG,20,22.1,22.7,,-1.79878,-1.2974,-1.05443,48.130,0.29820,0.045770,11.240,0.34580,0.042230,TWC,Three-way catalyst,N,,,N,No averaging
2024,FOMOCO,FMX,Ford,Bronco,MLA60032,0,2.700,MFMXT02.72V6,Truck,315,6,MTG1WQNC06,SA,Semi-Automatic,10,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,5500,4.46,30.1,1,Not eqipped,MFMX10083433,MFR,Yes,MFMX10068649,23.6,5250,30.2,3,HWFE,61,Tier 2 Cert Gasoline,HWY,,,321,,,0.0006,0,27.7000000,MPG,,,,,0.100045,-0.0552659,-0.398328,48.130,0.29820,0.045770,11.240,0.34580,0.042230,TWC,Three-way catalyst,N,,,N,No averaging
2024,FOMOCO,FMX,Ford,Bronco,MLA60081,0,2.700,MFMXT02.72V6,Truck,315,6,MTG1WQNA06,SA,Semi-Automatic,10,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,5500,4.70,30.2,1,Not eqipped,MFMX10083434,MFR,Yes,MFMX10068589,23.9,5500,30.2,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,,,429,,,0.0033,0.0006,20.7000000,MPG,19.1,21.3,21.1,,-0.593057,-0.418717,-0.593057,44.020,0.30430,0.048480,14.840,0.23710,0.046070,TWC,Three-way catalyst,N,,,N,No averaging
2024,FOMOCO,FMX,Ford,Bronco,MLA60081,0,2.700,MFMXT02.72V6,Truck,315,6,MTG1WQNA06,SA,Semi-Automatic,10,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,5500,4.70,30.2,1,Not eqipped,MFMX10083435,MFR,Yes,MFMX10068591,23.9,5500,30.2,3,HWFE,61,Tier 2 Cert Gasoline,HWY,,,344,,,0.0012,0,25.8000000,MPG,,,,,0.430179,-0.146209,-0.0424014,44.020,0.30430,0.048480,14.840,0.23710,0.046070,TWC,Three-way catalyst,N,,,N,No averaging
2024,FOMOCO,FMX,Ford,Bronco,MLA60081,0,2.700,MFMXT02.72V6,Truck,315,6,MTG1WQNA06,SA,Semi-Automatic,10,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,5500,4.70,30.2,1,Not eqipped,MFMX10083436,MFR,Yes,MFMX10068590,23.9,5500,30.2,90,US06,61,Tier 2 Cert Gasoline,US06,,,566,,,0.0059,0.0008,15.6000000,MPG,11.4,17.6,,,0.440914,-0.102577,-0.638001,44.020,0.30430,0.048480,14.840,0.23710,0.046070,TWC,Three-way catalyst,N,,,N,No averaging
2024,FOMOCO,FMX,Ford,Bronco,MLA60101,0,2.300,MFMXT02.31EM,Truck,270,4,MTG1N3N307,M,Manual,7,N,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4750,4.46,31.4,1,Not eqipped,MFMX10083438,MFR,Yes,MFMX10068645,20.1,5000,31.4,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,,,360,,,0.0085,0.0008,24.7000000,MPG,23.2,24.8,25.7,,0.116443,-0.162278,-0.8758,27.770,0.63130,0.035330,7.380,0.21540,0.036970,TWC,Three-way catalyst,N,,,N,No averaging
2024,FOMOCO,FMX,Ford,Bronco,MLA60101,0,2.300,MFMXT02.31EM,Truck,270,4,MTG1N3N307,M,Manual,7,N,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4750,4.46,31.4,1,Not eqipped,MFMX10083439,MFR,Yes,MFMX10068646,20.1,5000,31.4,3,HWFE,61,Tier 2 Cert Gasoline,HWY,,,274,,,0.0057,0.0016,32.4000000,MPG,,,,,-1.27155,-1.12435,-0.122118,27.770,0.63130,0.035330,7.380,0.21540,0.036970,TWC,Three-way catalyst,N,,,N,No averaging
2024,FOMOCO,FMX,Ford,Bronco,MLA60101,0,2.300,MFMXT02.31EM,Truck,270,4,MTG1N3N307,M,Manual,7,N,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4750,4.46,31.4,1,Not eqipped,MFMX10083440,MFR,Yes,MFMX10068647,20.1,5000,31.4,90,US06,61,Tier 2 Cert Gasoline,US06,,,451,,,0.0188,0.0013,19.8000000,MPG,14.1,22.2,,,0.253447,0.131196,-0.288584,27.770,0.63130,0.035330,7.380,0.21540,0.036970,TWC,Three-way catalyst,N,,,N,No averaging
2024,FOMOCO,FMX,Ford,Bronco,MLA60101,0,2.300,MFMXT02.31EM,Truck,270,4,MTG1N3N307,M,Manual,7,N,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4750,4.46,31.4,1,Not eqipped,MFMX10083479,MFR,Yes,MFMX10068645,19.9,4750,31.4,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,,,350,,,0.0085,0.0008,25.4000000,MPG,23.9,25.5,26.5,,0.116443,-0.162278,-0.8758,27.770,0.63130,0.035330,7.380,0.21540,0.036970,TWC,Three-way catalyst,N,,,N,No averaging
2024,FOMOCO,FMX,Ford,Bronco,MLA60101,0,2.300,MFMXT02.31EM,Truck,270,4,MTG1N3N307,M,Manual,7,N,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4750,4.46,31.4,1,Not eqipped,MFMX10083480,MFR,Yes,MFMX10068646,19.9,4750,31.4,3,HWFE,61,Tier 2 Cert Gasoline,HWY,,,269,,,0.0057,0.0016,33.0000000,MPG,,,,,-1.27155,-1.12435,-0.122118,27.770,0.63130,0.035330,7.380,0.21540,0.036970,TWC,Three-way catalyst,N,,,N,No averaging
2024,FOMOCO,FMX,Ford,Bronco,MLA60101,0,2.300,MFMXT02.31EM,Truck,270,4,MTG1N3N307,M,Manual,7,N,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4750,4.46,31.4,1,Not eqipped,MFMX10083481,MFR,Yes,MFMX10068647,19.9,4750,31.4,90,US06,61,Tier 2 Cert Gasoline,US06,,,440,,,0.0188,0.0013,20.2000000,MPG,14.6,22.7,,,0.253447,0.131196,-0.288584,27.770,0.63130,0.035330,7.380,0.21540,0.036970,TWC,Three-way catalyst,N,,,N,No averaging
2024,FOMOCO,FMX,Ford,Bronco,MLA60102,0,2.300,MFMXT02.31EM,Truck,270,4,MTG1N3ND06,SA,Semi-Automatic,10,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,5500,4.46,30.1,1,Not eqipped,MFMX10083452,MFR,Yes,MFMX10068651,23.5,5500,30.2,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,,,406,,,0.0081,0.0016,21.9000000,MPG,20.4,22.2,22.5,,-0.382067,-0.481089,-0.849643,48.080,0.30710,0.047020,18.510,0.36950,0.043270,TWC,Three-way catalyst,N,,,N,No averaging
2024,FOMOCO,FMX,Ford,Bronco,MLA60102,0,2.300,MFMXT02.31EM,Truck,270,4,MTG1N3ND06,SA,Semi-Automatic,10,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,5500,4.46,30.1,1,Not eqipped,MFMX10083453,MFR,Yes,MFMX10068652,23.5,5500,30.2,3,HWFE,61,Tier 2 Cert Gasoline,HWY,,,328,,,0.0045,0.0015,27.1000000,MPG,,,,,1.6353,0.994899,-0.580628,48.080,0.30710,0.047020,18.510,0.36950,0.043270,TWC,Three-way catalyst,N,,,N,No averaging
2024,FOMOCO,FMX,Ford,Bronco,MLA60102,0,2.300,MFMXT02.31EM,Truck,270,4,MTG1N3ND06,SA,Semi-Automatic,10,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,5500,4.46,30.1,1,Not eqipped,MFMX10083454,MFR,Yes,MFMX10068653,23.5,5500,30.2,90,US06,61,Tier 2 Cert Gasoline,US06,,,552,,,0.0245,0.001,16.1000000,MPG,11.6,18.1,,,-3.54876,-2.067,-0.981205,48.080,0.30710,0.047020,18.510,0.36950,0.043270,TWC,Three-way catalyst,N,,,N,No averaging
2024,FOMOCO,FMX,Ford,BRONCO RAPTOR 4WD,NLA49896,0,3.000,NFMXT03.03V7,Truck,400,6,NTG1DDNB05,SA,Semi-Automatic,10,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,6000,4.70,28.2,1,Not eqipped,NFMX91004980,EPA,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0208091,0.2500849,370.2384033,0.0040863,,0.0059355,0.0006224,24.0000000,MPG,,,,,6.2395444,5.1167884,-0.1032105,48.290,0.40810,0.049960,17.260,0.47670,0.046280,TWC,Three-way catalyst,N,,,N,No averaging
2024,FOMOCO,FMX,Ford,BRONCO RAPTOR 4WD,NLA49896,0,3.000,NFMXT03.03V7,Truck,400,6,NTG1DDNB05,SA,Semi-Automatic,10,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,6000,4.70,28.2,1,Not eqipped,NFMX91004981,EPA,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0122628,0.3528875,478.6887817,0.0039746,,0.0036502,0.0001183,18.5000000,MPG,17.0948124,18.7024536,19.3714676,,0.5806881,0.2204442,-0.2490529,48.290,0.40810,0.049960,17.260,0.47670,0.046280,TWC,Three-way catalyst,N,,,N,No averaging
2024,FOMOCO,FMX,Ford,BRONCO RAPTOR 4WD,NLA49896,0,3.000,NFMXT03.03V7,Truck,400,6,NTG1DDNB05,SA,Semi-Automatic,10,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,6000,4.70,28.2,1,Not eqipped,NFMX91004982,EPA,No,,,,,90,US06,61,Tier 2 Cert Gasoline,US06,0.0512603,1.4752543,595.010437,0.0063057,,0.0135017,0.0001978,14.9000000,MPG,10.5807171,16.7777348,,,-1.4735577,-0.9650863,-0.6287604,48.290,0.40810,0.049960,17.260,0.47670,0.046280,TWC,Three-way catalyst,N,,,N,No averaging
2024,FOMOCO,FMX,Ford,Bronco Sport,MRA00017,0,1.500,MFMXT01.52X1,Truck,175,3,MCHDY1N107,A,Automatic,8,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3750,3.80,28.6,1,Not eqipped,MFMX10082709,MFR,Yes,MFMX10066824,12.9,3750,28.6,3,HWFE,61,Tier 2 Cert Gasoline,HWY,,,204,,,0.0015,0.0005,43.6000000,MPG,,,,,2.33503,1.54786,-0.664462,24.150,0.05030,0.028290,5.990,0.04760,0.027650,TWC,Three-way catalyst,N,,,N,No averaging
2024,FOMOCO,FMX,Ford,Bronco Sport,MRA00017,0,1.500,MFMXT01.52X1,Truck,175,3,MCHDY1N107,A,Automatic,8,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3750,3.80,28.6,1,Not eqipped,MFMX10082712,MFR,Yes,MFMX10066823,12.9,3750,28.6,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,,,271,,,0.004,0.0011,32.8000000,MPG,32.5,32.6,33.6,,-0.0509251,-0.140925,-0.841134,24.150,0.05030,0.028290,5.990,0.04760,0.027650,TWC,Three-way catalyst,N,,,N,No averaging
2024,FOMOCO,FMX,Ford,Bronco Sport,MRA00027,0,2.000,MFMXT02.02Y1,Truck,235,4,MCHDR9NA05,SA,Semi-Automatic,8,Y,F,"2-Wheel Drive, Front",1,No gear ratio < 1,4000,3.80,28.6,1,Not eqipped,MFMX10082708,MFR,Yes,MFMX10066826,15.0,4000,28.1,3,HWFE,61,Tier 2 Cert Gasoline,HWY,,,231,,,0.0021,0,38.5000000,MPG,,,,,1.19241,0.87625,-0.433837,29.530,0.02970,0.029940,10.800,-0.03820,0.029010,TWC,Three-way catalyst,N,,,N,No averaging
2024,FOMOCO,FMX,Ford,Bronco Sport,MRA00027,0,2.000,MFMXT02.02Y1,Truck,235,4,MCHDR9NA05,SA,Semi-Automatic,8,Y,F,"2-Wheel Drive, Front",1,No gear ratio < 1,4000,3.80,28.6,1,Not eqipped,MFMX10082710,MFR,Yes,MFMX10066825,15.0,4000,28.1,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,,,334,,,0.0068,0.0004,26.6000000,MPG,26,25.5,29.5,,-0.0370811,-0.0216039,-0.613552,29.530,0.02970,0.029940,10.800,-0.03820,0.029010,TWC,Three-way catalyst,N,,,N,No averaging
2024,FOMOCO,FMX,Ford,Edge,KBB00041,0,2.000,KFMXT02.02JU,Truck,245,4,KCDQR9NB06,SA,Semi-Automatic,8,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4500,3.80,27.5,1,Not eqipped,KFMX10081401,MFR,Yes,KFMX10055330,14.0,4500,27.5,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,,,342,,,0.0067,0.0006,26.0000000,MPG,25.3,24.9,29,,1.12752,0.916769,0.0107066,31.960,0.10070,0.026400,14.800,0.01055,0.025330,TWC,Three-way catalyst,N,,,N,No averaging
2024,FOMOCO,FMX,Ford,Edge,KBB00041,0,2.000,KFMXT02.02JU,Truck,245,4,KCDQR9NB06,SA,Semi-Automatic,8,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4500,3.80,27.5,1,Not eqipped,KFMX10081404,MFR,Yes,KFMX10055331,14.0,4500,27.5,3,HWFE,61,Tier 2 Cert Gasoline,HWY,,,221,,,0.0028,0.001,40.3000000,MPG,,,,,-2.85825,-2.50848,-0.491613,31.960,0.10070,0.026400,14.800,0.01055,0.025330,TWC,Three-way catalyst,N,,,N,No averaging
2024,FOMOCO,FMX,Ford,Edge,KBB00041,0,2.000,KFMXT02.02JU,Truck,245,4,KCDQR9NB06,SA,Semi-Automatic,8,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4500,3.80,27.5,1,Not eqipped,KFMX10081405,MFR,Yes,KFMX10055330,14.9,4500,27.5,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,,,347,,,0.0067,0.0006,25.6000000,MPG,24.9,24.5,28.6,0,1.12752,0.916769,0.0107066,31.960,0.10070,0.026400,14.800,0.01055,0.025330,TWC,Three-way catalyst,N,,,N,No averaging
2024,FOMOCO,FMX,Ford,Edge,KBB00041,0,2.000,KFMXT02.02JU,Truck,245,4,KCDQR9NB06,SA,Semi-Automatic,8,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4500,3.80,27.5,1,Not eqipped,KFMX10081406,MFR,Yes,KFMX10055330,14.0,4500,27.5,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,,,342,,,0.0067,0.0006,26.0000000,MPG,25.3,24.9,29,0,1.12752,0.916769,0.0107066,31.960,0.10070,0.026400,14.800,0.01055,0.025330,TWC,Three-way catalyst,N,,,N,No averaging
2024,FOMOCO,FMX,Ford,Edge,KBB00041,0,2.000,KFMXT02.02JU,Truck,245,4,KCDQR9NB06,SA,Semi-Automatic,8,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4500,3.80,27.5,1,Not eqipped,KFMX10081407,MFR,Yes,KFMX10055331,14.9,4500,27.5,3,HWFE,61,Tier 2 Cert Gasoline,HWY,,,227,,,0.0028,0.001,39.1000000,MPG,,,,,-2.85825,-2.50848,-0.491613,31.960,0.10070,0.026400,14.800,0.01055,0.025330,TWC,Three-way catalyst,N,,,N,No averaging
2024,FOMOCO,FMX,Ford,Edge,KBB00041,0,2.000,KFMXT02.02JU,Truck,245,4,KCDQR9NB06,SA,Semi-Automatic,8,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4500,3.80,27.5,1,Not eqipped,KFMX10081408,MFR,Yes,KFMX10055331,14.0,4500,27.5,3,HWFE,61,Tier 2 Cert Gasoline,HWY,,,221,,,0.0028,0.001,40.3000000,MPG,,,,,-2.85825,-2.50848,-0.491613,31.960,0.10070,0.026400,14.800,0.01055,0.025330,TWC,Three-way catalyst,N,,,N,No averaging
2024,FOMOCO,FMX,Ford,Edge AWD,KBB00058,0,2.700,KFMXT02.72JQ,Truck,335,6,KCDQWQNA07,SA,Semi-Automatic,8,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,5000,3.39,24.5,1,Not eqipped,KFMX10081409,MFR,Yes,KFMX91004017,15.8,5000,24.7,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,,,385,,,0.0116,0.01,23.1000000,MPG,21.4,22.5,25.9,0,-1.144742,-0.99251,-0.898393,34.240,0.21710,0.025230,11.710,0.10061,0.024330,TWC,Three-way catalyst,N,,,N,No averaging
2024,FOMOCO,FMX,Ford,Edge AWD,KBB00058,0,2.700,KFMXT02.72JQ,Truck,335,6,KCDQWQNA07,SA,Semi-Automatic,8,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,5000,3.39,24.5,1,Not eqipped,KFMX10081410,MFR,Yes,KFMX91004017,14.6,5000,24.5,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,,,378,,,0.0116,0.01,23.5000000,MPG,21.8,22.9,26.4,0,-1.144742,-0.99251,-0.898393,34.240,0.21710,0.025230,11.710,0.10061,0.024330,TWC,Three-way catalyst,N,,,N,No averaging
